owner,repository,stars,releases,created_at,url
Manabu-GT,ExpandableTextView,4074,4,2014-05-17T19:40:15Z,https://github.com/Manabu-GT/ExpandableTextView
oblac,jodd,4072,37,2012-09-07T20:26:48Z,https://github.com/oblac/jodd
camunda,camunda,4070,575,2016-03-20T03:38:04Z,https://github.com/camunda/camunda
jetty,jetty.project,4069,146,2011-07-14T01:11:57Z,https://github.com/jetty/jetty.project
rubensousa,ViewPagerCards,4069,0,2016-08-20T15:24:12Z,https://github.com/rubensousa/ViewPagerCards
RipMeApp,ripme,4068,145,2017-01-06T17:12:09Z,https://github.com/RipMeApp/ripme
Creators-of-Create,Create,4065,5,2019-07-18T08:27:10Z,https://github.com/Creators-of-Create/Create
tronprotocol,java-tron,4053,82,2017-12-26T10:20:38Z,https://github.com/tronprotocol/java-tron
knowm,XChange,4051,0,2012-02-02T10:48:28Z,https://github.com/knowm/XChange
freeplane,freeplane,4047,58,2012-09-13T08:55:51Z,https://github.com/freeplane/freeplane
luckybilly,CC,4042,0,2017-11-23T16:26:33Z,https://github.com/luckybilly/CC
orhanobut,hawk,4042,22,2015-02-19T22:25:23Z,https://github.com/orhanobut/hawk
uber,NullAway,4034,38,2017-09-01T17:35:57Z,https://github.com/uber/NullAway
xcltapestry,XCL-Charts,4022,0,2014-06-09T15:44:50Z,https://github.com/xcltapestry/XCL-Charts
oldmanpushcart,greys-anatomy,4016,0,2012-11-21T19:39:35Z,https://github.com/oldmanpushcart/greys-anatomy
jbloch,effective-java-3e-source-code,4013,0,2018-08-03T20:48:35Z,https://github.com/jbloch/effective-java-3e-source-code
BoltsFramework,Bolts-Android,4012,11,2014-01-30T04:58:14Z,https://github.com/BoltsFramework/Bolts-Android
mouredev,hello-java,4007,0,2025-03-25T11:15:12Z,https://github.com/mouredev/hello-java
awaitility,awaitility,4006,0,2010-01-22T15:12:52Z,https://github.com/awaitility/awaitility
NotFound9,interviewGuide,3996,0,2016-04-20T07:17:09Z,https://github.com/NotFound9/interviewGuide
makovkastar,FloatingActionButton,3991,0,2014-07-22T13:29:55Z,https://github.com/makovkastar/FloatingActionButton
lcodecorex,TwinklingRefreshLayout,3990,0,2016-03-02T12:11:56Z,https://github.com/lcodecorex/TwinklingRefreshLayout
JeremyLiao,LiveEventBus,3989,0,2018-07-11T07:36:59Z,https://github.com/JeremyLiao/LiveEventBus
Yalantis,Phoenix,3986,1,2015-01-12T14:11:20Z,https://github.com/Yalantis/Phoenix
Piasy,BigImageViewer,3986,0,2016-11-06T09:55:02Z,https://github.com/Piasy/BigImageViewer
fishercoder1534,Leetcode,3983,0,2016-07-31T05:28:15Z,https://github.com/fishercoder1534/Leetcode
pingfangushi,screw,3972,0,2020-06-21T11:37:06Z,https://github.com/pingfangushi/screw
mercyblitz,tech-weekly,3971,0,2018-12-03T03:10:52Z,https://github.com/mercyblitz/tech-weekly
Dimezis,BlurView,3971,32,2016-04-21T16:00:07Z,https://github.com/Dimezis/BlurView
qstumn,BadgeView,3969,5,2017-02-08T02:01:39Z,https://github.com/qstumn/BadgeView
rovo89,XposedInstaller,3970,0,2012-04-02T20:33:05Z,https://github.com/rovo89/XposedInstaller
zzhoujay,RichText,3967,0,2015-07-21T09:36:01Z,https://github.com/zzhoujay/RichText
google,bundletool,3964,65,2018-05-04T07:24:09Z,https://github.com/google/bundletool
shuzijun,leetcode-editor,3960,59,2019-03-19T16:32:17Z,https://github.com/shuzijun/leetcode-editor
binIoter,GuideView,3951,0,2016-06-19T08:52:25Z,https://github.com/binIoter/GuideView
kubernetes-client,java,3951,58,2017-05-08T21:52:58Z,https://github.com/kubernetes-client/java
linyiqun,DataMiningAlgorithm,3951,0,2015-01-11T02:50:28Z,https://github.com/linyiqun/DataMiningAlgorithm
promeG,TinyPinyin,3943,2,2015-09-30T03:24:50Z,https://github.com/promeG/TinyPinyin
JoanZapata,android-iconify,3931,0,2013-06-12T11:42:01Z,https://github.com/JoanZapata/android-iconify
VaughnVernon,IDDD_Samples,3923,0,2013-04-08T22:12:57Z,https://github.com/VaughnVernon/IDDD_Samples
rengwuxian,RxJavaSamples,3919,3,2016-03-24T13:08:10Z,https://github.com/rengwuxian/RxJavaSamples
sofastack,sofa-rpc,3921,66,2018-04-09T03:32:04Z,https://github.com/sofastack/sofa-rpc
emanuele-f,PCAPdroid,3906,68,2020-01-06T18:11:27Z,https://github.com/emanuele-f/PCAPdroid
amirzaidi,Launcher3,3904,22,2017-05-30T12:53:32Z,https://github.com/amirzaidi/Launcher3
shopizer-ecommerce,shopizer,3901,18,2012-11-21T03:42:39Z,https://github.com/shopizer-ecommerce/shopizer
databricks,learning-spark,3900,0,2014-06-16T04:47:54Z,https://github.com/databricks/learning-spark
bluelinelabs,Conductor,3900,36,2016-03-16T18:42:41Z,https://github.com/bluelinelabs/Conductor
Exrick,xboot,3895,6,2018-04-23T14:44:18Z,https://github.com/Exrick/xboot
RikkaApps,Sui,3894,21,2021-01-03T08:26:16Z,https://github.com/RikkaApps/Sui
JavaNoober,BackgroundLibrary,3892,13,2018-09-09T08:52:45Z,https://github.com/JavaNoober/BackgroundLibrary
alibaba,jstorm,3886,22,2013-09-03T03:53:16Z,https://github.com/alibaba/jstorm
ZHENFENG13,My-Blog,3885,0,2019-03-04T09:17:00Z,https://github.com/ZHENFENG13/My-Blog
vipulasri,Timeline-View,3882,15,2015-12-15T14:55:04Z,https://github.com/vipulasri/Timeline-View
react-native-share,react-native-share,3880,145,2015-09-30T02:27:34Z,https://github.com/react-native-share/react-native-share
wendux,DSBridge-Android,3879,2,2017-01-02T11:58:53Z,https://github.com/wendux/DSBridge-Android
watabou,pixel-dungeon,3866,0,2014-07-26T17:34:32Z,https://github.com/watabou/pixel-dungeon
yacy,yacy_search_server,3864,0,2015-03-22T12:54:20Z,https://github.com/yacy/yacy_search_server
yanzhenjie,AndServer,3859,1,2016-06-14T00:52:52Z,https://github.com/yanzhenjie/AndServer
NotHarshhaa,DevOps-Projects,3858,0,2023-08-09T04:19:38Z,https://github.com/NotHarshhaa/DevOps-Projects
uncle-novel,uncle-novel,3856,1,2018-12-11T12:15:30Z,https://github.com/uncle-novel/uncle-novel
spotbugs,spotbugs,3855,73,2016-11-04T22:18:08Z,https://github.com/spotbugs/spotbugs
RoaringBitmap,RoaringBitmap,3851,47,2013-06-17T20:29:23Z,https://github.com/RoaringBitmap/RoaringBitmap
MovingBlocks,Terasology,3847,70,2011-03-04T03:49:19Z,https://github.com/MovingBlocks/Terasology
timehop,sticky-headers-recyclerview,3836,0,2014-10-03T01:57:46Z,https://github.com/timehop/sticky-headers-recyclerview
aurelhubert,ahbottomnavigation,3826,14,2016-03-17T12:17:56Z,https://github.com/aurelhubert/ahbottomnavigation
MiguelCatalan,MaterialSearchView,3821,6,2015-09-14T17:13:46Z,https://github.com/MiguelCatalan/MaterialSearchView
JCTools,JCTools,3817,19,2013-11-10T18:04:40Z,https://github.com/JCTools/JCTools
happydog-intj,CircleProgress,3813,0,2014-10-30T16:14:42Z,https://github.com/happydog-intj/CircleProgress
FCL-Team,FoldCraftLauncher,3809,151,2022-10-19T10:12:18Z,https://github.com/FCL-Team/FoldCraftLauncher
sofastack,sofa-jraft,3800,32,2019-03-04T10:13:43Z,https://github.com/sofastack/sofa-jraft
blossom-editor,blossom,3794,19,2023-08-07T03:02:17Z,https://github.com/blossom-editor/blossom
rbmonster,learning-note,3792,0,2020-06-15T16:47:25Z,https://github.com/rbmonster/learning-note
sunfusheng,MarqueeView,3790,0,2016-06-01T06:50:46Z,https://github.com/sunfusheng/MarqueeView
mcxtzhang,SwipeDelMenuLayout,3790,2,2016-08-25T08:10:45Z,https://github.com/mcxtzhang/SwipeDelMenuLayout
tchiotludo,akhq,3786,43,2018-09-09T19:35:39Z,https://github.com/tchiotludo/akhq
zhpanvip,BannerViewPager,3780,59,2017-03-28T09:11:11Z,https://github.com/zhpanvip/BannerViewPager
helidon-io,helidon,3774,139,2018-08-27T11:03:52Z,https://github.com/helidon-io/helidon
mpusher,mpush,3771,9,2016-04-28T01:43:19Z,https://github.com/mpusher/mpush
lygttpod,SuperTextView,3768,39,2016-10-19T04:06:54Z,https://github.com/lygttpod/SuperTextView
apache,kylin,3766,2,2015-01-03T08:00:05Z,https://github.com/apache/kylin
portfolio-performance,portfolio,3766,265,2012-03-24T09:43:08Z,https://github.com/portfolio-performance/portfolio
yanzhenjie,NoHttp,3764,0,2015-07-29T06:11:12Z,https://github.com/yanzhenjie/NoHttp
CameraKit,blurkit-android,3763,3,2016-11-06T03:14:58Z,https://github.com/CameraKit/blurkit-android
Ereza,CustomActivityOnCrash,3760,12,2014-07-04T19:46:21Z,https://github.com/Ereza/CustomActivityOnCrash
Atmosphere,atmosphere,3750,29,2010-06-30T14:26:23Z,https://github.com/Atmosphere/atmosphere
jtablesaw,tablesaw,3747,84,2016-01-01T14:58:28Z,https://github.com/jtablesaw/tablesaw
Netflix,maestro,3747,0,2024-04-17T01:15:56Z,https://github.com/Netflix/maestro
undertow-io,undertow,3746,18,2012-07-19T00:52:44Z,https://github.com/undertow-io/undertow
roboguice,roboguice,3738,0,2012-08-12T20:37:19Z,https://github.com/roboguice/roboguice
DependencyTrack,dependency-track,3735,76,2013-07-16T19:16:43Z,https://github.com/DependencyTrack/dependency-track
coderbruis,JavaSourceCodeLearning,3730,0,2020-06-02T13:34:20Z,https://github.com/coderbruis/JavaSourceCodeLearning
lihangleo2,ShadowLayout,3730,32,2019-07-09T07:17:06Z,https://github.com/lihangleo2/ShadowLayout
andOTP,andOTP,3726,38,2017-07-05T11:39:52Z,https://github.com/andOTP/andOTP
stfalcon-studio,ChatKit,3724,1,2017-02-02T09:37:15Z,https://github.com/stfalcon-studio/ChatKit
ethanhua,Skeleton,3723,0,2017-07-30T06:42:39Z,https://github.com/ethanhua/Skeleton
HelloWorld521,Java,3722,0,2016-12-08T14:01:46Z,https://github.com/HelloWorld521/Java
OpenHFT,Chronicle-Queue,3717,540,2013-06-02T15:11:33Z,https://github.com/OpenHFT/Chronicle-Queue
DataLinkDC,dinky,3718,32,2021-06-09T07:11:26Z,https://github.com/DataLinkDC/dinky
willowtreeapps,spruce-android,3711,3,2017-02-23T20:34:18Z,https://github.com/willowtreeapps/spruce-android
liuyubobobo,Play-with-Algorithms,3710,0,2016-07-05T18:16:22Z,https://github.com/liuyubobobo/Play-with-Algorithms
grpc-ecosystem,grpc-spring,3706,34,2016-12-30T09:06:15Z,https://github.com/grpc-ecosystem/grpc-spring
ByteLegend,ByteLegend,3705,0,2021-02-01T10:11:30Z,https://github.com/ByteLegend/ByteLegend
dromara,liteflow,3703,0,2020-03-25T16:49:22Z,https://github.com/dromara/liteflow
IrisShaders,Iris,3702,140,2020-10-22T20:21:12Z,https://github.com/IrisShaders/Iris
FasterXML,jackson-databind,3701,0,2011-12-23T07:17:41Z,https://github.com/FasterXML/jackson-databind
ryanhoo,StylishMusicPlayer,3698,0,2016-09-13T14:38:32Z,https://github.com/ryanhoo/StylishMusicPlayer
dingjikerbo,Android-BluetoothKit,3699,0,2015-10-08T09:07:33Z,https://github.com/dingjikerbo/Android-BluetoothKit
microservices-patterns,ftgo-application,3698,0,2017-10-23T04:30:04Z,https://github.com/microservices-patterns/ftgo-application
springdoc,springdoc-openapi,3694,103,2019-07-11T23:08:20Z,https://github.com/springdoc/springdoc-openapi
1024-lab,smart-admin,3693,24,2019-11-16T02:30:31Z,https://github.com/1024-lab/smart-admin
Haleydu,Cimoc,3684,61,2020-07-09T03:09:02Z,https://github.com/Haleydu/Cimoc
Mojang,brigadier,3683,3,2014-09-15T08:48:24Z,https://github.com/Mojang/brigadier
apache,tika,3682,0,2009-05-21T02:12:11Z,https://github.com/apache/tika
linkedin,databus,3679,0,2012-12-17T17:49:17Z,https://github.com/linkedin/databus
networknt,light-4j,3679,195,2016-09-09T22:28:14Z,https://github.com/networknt/light-4j
apache,incubator-heron,3673,56,2015-09-25T16:09:24Z,https://github.com/apache/incubator-heron
mbechler,marshalsec,3670,0,2017-05-22T11:43:57Z,https://github.com/mbechler/marshalsec
lisawray,groupie,3670,28,2016-09-01T20:59:35Z,https://github.com/lisawray/groupie
yangfuhai,ASimpleCache,3665,0,2013-07-28T13:50:59Z,https://github.com/yangfuhai/ASimpleCache
spring-io,initializr,3664,19,2013-06-07T16:02:22Z,https://github.com/spring-io/initializr
google,rejoiner,3664,3,2017-12-06T19:09:53Z,https://github.com/google/rejoiner
KunMinX,Linkage-RecyclerView,3655,0,2019-04-22T04:39:46Z,https://github.com/KunMinX/Linkage-RecyclerView
TNG,ArchUnit,3651,43,2017-04-21T08:39:20Z,https://github.com/TNG/ArchUnit
huburt-Hu,NewbieGuide,3645,20,2017-07-28T06:54:05Z,https://github.com/huburt-Hu/NewbieGuide
fabric8io,kubernetes-client,3641,131,2015-07-09T15:43:13Z,https://github.com/fabric8io/kubernetes-client
termux,termux-api,3638,53,2015-07-03T00:57:59Z,https://github.com/termux/termux-api
dropbox,hackpad,3633,0,2015-08-14T02:32:17Z,https://github.com/dropbox/hackpad
fyhertz,libstreaming,3632,0,2013-01-30T21:24:47Z,https://github.com/fyhertz/libstreaming
oasisfeng,island,3631,50,2016-04-23T11:30:18Z,https://github.com/oasisfeng/island
anggrayudi,android-hidden-api,3629,2,2015-09-16T11:58:33Z,https://github.com/anggrayudi/android-hidden-api
spockframework,spock,3629,28,2010-12-12T19:02:34Z,https://github.com/spockframework/spock
litesuits,android-common,3629,0,2014-05-29T08:08:00Z,https://github.com/litesuits/android-common
alibaba,Alink,3618,22,2018-09-30T06:36:11Z,https://github.com/alibaba/Alink
PlexPt,chatgpt-java,3612,24,2022-12-07T04:55:33Z,https://github.com/PlexPt/chatgpt-java
dtinit,data-transfer-project,3610,61,2018-01-04T21:27:57Z,https://github.com/dtinit/data-transfer-project
googlemaps,android-maps-utils,3606,63,2013-05-17T00:08:48Z,https://github.com/googlemaps/android-maps-utils
BoCloud,folib,3606,1,2025-07-09T06:22:58Z,https://github.com/BoCloud/folib
hmkcode,Android,3605,0,2013-09-02T16:12:28Z,https://github.com/hmkcode/Android
rockerhieu,emojicon,3606,2,2014-01-18T12:32:38Z,https://github.com/rockerhieu/emojicon
Nekogram,Nekogram,3594,46,2023-09-10T07:07:51Z,https://github.com/Nekogram/Nekogram
cSploit,android,3592,33,2014-10-04T05:53:29Z,https://github.com/cSploit/android
apache,logging-log4j2,3590,18,2013-06-12T07:00:19Z,https://github.com/apache/logging-log4j2
vert-x3,vertx-examples,3586,0,2015-02-24T17:42:44Z,https://github.com/vert-x3/vertx-examples
tyrantgit,ExplosionField,3584,0,2015-09-23T11:34:50Z,https://github.com/tyrantgit/ExplosionField
WVector,AppUpdate,3582,3,2017-06-19T09:38:42Z,https://github.com/WVector/AppUpdate
kikoso,android-stackblur,3578,0,2013-08-15T14:44:32Z,https://github.com/kikoso/android-stackblur
AxonFramework,AxonFramework,3571,150,2011-12-02T16:04:42Z,https://github.com/AxonFramework/AxonFramework
davideas,FlexibleAdapter,3569,31,2015-05-02T22:00:43Z,https://github.com/davideas/FlexibleAdapter
dongjunkun,DropDownMenu,3567,2,2015-06-23T07:43:56Z,https://github.com/dongjunkun/DropDownMenu
LinShunKang,MyPerf4J,3565,25,2018-03-11T09:58:44Z,https://github.com/LinShunKang/MyPerf4J
JakeWharton,ThreeTenABP,3559,0,2015-07-03T17:35:09Z,https://github.com/JakeWharton/ThreeTenABP
M66B,NetGuard,3558,165,2015-10-24T17:59:20Z,https://github.com/M66B/NetGuard
code4craft,netty-learning,3553,0,2013-09-19T02:24:25Z,https://github.com/code4craft/netty-learning
bilibili,MagicaSakura,3551,3,2016-06-23T07:54:59Z,https://github.com/bilibili/MagicaSakura
immutables,immutables,3552,21,2013-07-07T13:48:23Z,https://github.com/immutables/immutables
dariuszseweryn,RxAndroidBle,3551,60,2016-02-04T13:42:02Z,https://github.com/dariuszseweryn/RxAndroidBle
Netflix,concurrency-limits,3551,103,2017-12-11T19:32:41Z,https://github.com/Netflix/concurrency-limits
johncarl81,parceler,3538,0,2013-07-03T02:53:01Z,https://github.com/johncarl81/parceler
Aefyr,SAI,3535,45,2018-12-14T19:22:27Z,https://github.com/Aefyr/SAI
Guardsquare,proguard,3535,37,2019-03-27T16:35:35Z,https://github.com/Guardsquare/proguard
spring-cloud,spring-cloud-kubernetes,3532,40,2016-12-13T21:36:25Z,https://github.com/spring-cloud/spring-cloud-kubernetes
nageoffer,12306,3533,0,2023-05-30T04:08:28Z,https://github.com/nageoffer/12306
arimorty,floatingsearchview,3530,0,2015-11-22T02:38:32Z,https://github.com/arimorty/floatingsearchview
luontola,retrolambda,3527,0,2013-07-20T07:25:22Z,https://github.com/luontola/retrolambda
rom1v,sndcpy,3521,2,2020-06-09T19:36:57Z,https://github.com/rom1v/sndcpy
andremion,Music-Player,3519,2,2016-05-06T21:55:37Z,https://github.com/andremion/Music-Player
lenve,JavaEETest,3514,0,2016-12-13T02:13:58Z,https://github.com/lenve/JavaEETest
eclipse-openj9,openj9,3508,57,2017-08-25T13:46:07Z,https://github.com/eclipse-openj9/openj9
lsjwzh,RecyclerViewPager,3506,10,2015-01-17T18:30:34Z,https://github.com/lsjwzh/RecyclerViewPager
nytimes,Store,3504,0,2016-11-29T20:17:11Z,https://github.com/nytimes/Store
Athou,commafeed,3501,66,2013-03-20T19:32:09Z,https://github.com/Athou/commafeed
codeestX,GeekNews,3498,0,2016-08-07T14:56:56Z,https://github.com/codeestX/GeekNews
baoyongzhang,SwipeMenuListView,3496,2,2014-08-24T15:40:45Z,https://github.com/baoyongzhang/SwipeMenuListView
apache,incubator-kie-optaplanner,3490,6,2011-02-15T19:38:23Z,https://github.com/apache/incubator-kie-optaplanner
getActivity,Toaster,3483,38,2018-09-16T05:28:57Z,https://github.com/getActivity/Toaster
KingJA,LoadSir,3482,6,2017-09-02T08:32:15Z,https://github.com/KingJA/LoadSir
snehasishroy,leetcode-companywise-interview-questions,3479,0,2022-12-03T20:00:54Z,https://github.com/snehasishroy/leetcode-companywise-interview-questions
phodal,migration,3476,0,2020-01-08T02:11:38Z,https://github.com/phodal/migration
ittianyu,BottomNavigationViewEx,3475,19,2016-11-12T08:39:38Z,https://github.com/ittianyu/BottomNavigationViewEx
WinterChenS,my-site,3473,0,2018-05-03T09:05:37Z,https://github.com/WinterChenS/my-site
